"SetuVillageId","PortalLocationCode","PortalOriginalVillageId","SetuVillageName","PortalVillageName","SetuBlockId","SetuBlockName","PortalBlockId","PortalBlockName","SetuDistrictId","SetuDistrictName","PortalDistrictId","PortalDistrictName","OverallStatus","DifferenceDetails"
"10606081","​050030005000500079","79","Kasoti","KASOTI","10606","Dhamnagar","050030","BASTA","106","Bhadrak","2","BALESWAR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10606082","​050252016001600009","1125","Katasahi","KATASAHI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606083","​050252016001600059","1444","Kathamunda","KATHAMUNDA","10606","Dhamnagar","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10606084","","","Kelanga Sasan","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10606085","​060080032003200036","10841","Khadipada","KHADI PADA","10606","Dhamnagar","060080","MAHANGA","106","Bhadrak","7","CUTTACK","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"","​050160009000900038","38","","KHANDAITA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606086","​050252016001600008","1146","Khaparapada","KHAPARAPADA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606087","","","Kharijjharidia","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​050252016001600021","1288","","KHARIJJHARIDIHI","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606088","​050252016001600004","1152","Kharijkorua","KHARIJKORUA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606089","​050252016001600036","1398","Kharimahara","KHARIMAHARA","10606","Dhamnagar","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"","​050160009000900198","198","","KHNEIBINDHA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606090","​050260016001600099","1511","Korkada","KORKADA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606091","​050252016001600003","1139","Korua","KORUA","10606","Dhamnagar","050110","BHADRAK","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10606092","​050252016001600026","1335","Kothar","KOTHAR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606093","​060260012001200042","3321","Krushnadaspur","KRUSHNADASPUR","10606","Dhamnagar","060260","BADCHANA","106","Bhadrak","13","JAJPUR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"","​050260016001600066","1411","","KRUSNADASPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606094","​050260016001600041","1164","Kusuma","KUSUMA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606095","​070010016001600095","559999","Kuturia","KUTURIA","10606","Dhamnagar","070010","DHENKANAL","106","Bhadrak","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10606096","​060070034003400066","10871","Lenka Sahi","LENKA SAHI","10606","Dhamnagar","060070","NISCHINTAKOILI","106","Bhadrak","7","CUTTACK","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10606097","","","Lo Oger Chhamauza","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​050252016001600053","1474","","LOOGERCHHAMAUJA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160009000900020","20","","MAHAQMMADPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160009000900194","194","","MAINABAD","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160009000900113","113","","MAJHIKHAND","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160009000900036","36","","MAJHIKHANI","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160009000900125","125","","MALIBRAHAMPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606098","​050260016001600094","1573","Manalapur","MANALAPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050260016001600049","1215","","MANKARIA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606099","","","Mankidia","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10606100","​050252016001600058","1515","Maudpur","MAUDPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606101","​050260016001600052","1265","Maujakhandi","MAUJAKHANDI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606102","​050260016001600069","1320","Mirdadpur","MIRDADPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050260016001600061","1341","","MIRIJAPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606103","​060080032003200065","10870","Mirjapur","MIRJA PUR","10606","Dhamnagar","060080","MAHANGA","106","Bhadrak","7","CUTTACK","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"","​050260016001600105","1596","","MISARPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606104","","","Misrapur","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10606105","","","Munisipattna","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10606106","","","Mustafapur","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​050260016001600087","1475","","MUSTAPHAPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606107","​050160009000900215","215","Nachhipur","NACHHIPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606108","​050140007000700260","260","Nadiali","NADIALI","10606","Dhamnagar","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10606109","​050140008000800063","63","Nadigan","NADIGAN","10606","Dhamnagar","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10606110","​060140018001800067","2594","Narasinghpur","NARASINGH PUR","10606","Dhamnagar","060140","TIRTOL","106","Bhadrak","12","JAGATSINGHPUR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10606111","​090100009000900086","566116","Narayanpur","NARAYANPUR","10606","Dhamnagar","090100","LOISINGA","106","Bhadrak","5","BOLANGIR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"","​050160009000900184","184","","NARSING  PUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050260016001600108","1570","","NASAHI","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606112","​050252016001600025","1347","Nasalapur","NASALAPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606113","​050252016001600028","1294","Nenjara","NENJARA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606114","​050252016001600061","1548","Nidhibindha","NIDHIBINDHA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160010001000167","167","","NIRAJANBINDHA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160010001000003","3","","NISACHINTA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606115","​050260016001600053","1267","Nuapokhari","NUAPOKHARI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606116","​050252016001600006","1091","Nunia","NUNIA","10606","Dhamnagar","050110","BHADRAK","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"","​050160010001000082","82","","OLLIHA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606117","​050252016001600035","1366","Pachhalo","PACHHALO","10606","Dhamnagar","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10606118","​050260016001600118","1504","Padhani","PADHANI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606119","​030070012001200091","556450","Pahadpur","PAHADPUR","10606","Dhamnagar","030120","JHUMPURA","106","Bhadrak","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"","​050260016001600092","1550","","PAHARPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606120","​050260016001600038","1193","Palasa","PALASA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606121","​050140007000700321","321","Palasahi","PALASAHI","10606","Dhamnagar","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10606122","​050260016001600056","1212","Palkiri","PALKIRI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160010001000063","63","","PALLISAJANBAD","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160010001000063","63","","PALLISAJANBAD","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606123","​050252016001600048","1498","Pangata","PANGATA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606124","​060070033003300133","10938","Paramanandapur","PARAMANANDAPUR","10606","Dhamnagar","060070","NISCHINTAKOILI","106","Bhadrak","7","CUTTACK","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"","​050260016001600050","1281","","PARAMANANDAPURA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606125","​050252016001600041","1392","Patrisahi","PATRISAHI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606126","​050260016001600073","1476","Patuli","PATULI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606127","​050260016001600084","1517","Patulia","PATULIA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606128","​050252016001600032","1285","Paturibindha","PATURIBINDHA","10606","Dhamnagar","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"","​050252016001600044","1452","","PHALAPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050252016001600030","1301","","PHATEPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606129","​050260016001600112","1582","Piteipur","PITEIPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606130","​050252016001600039","1462","Pokharia","POKHARIA","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606131","","","Purusottampurbandha","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​050260016001600074","1469","","PURUSOTTAMPURBINDHA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160009000900031","31","","RADHABALLABHAPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606132","","","Radhaballavpur","","10606","Dhamnagar","","","106","Bhadrak","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"","​050160009000900228","228","","RADHAKRUSHNAPURSASAN","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160009000900233","233","","RAGHONATHPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606133","​060360041004100053","15159","Raghunathpur","RAGHUNATH PUR","10606","Dhamnagar","060360","ATHAGARH","106","Bhadrak","7","CUTTACK","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10606134","​050252016001600057","1538","Raipur","RAIPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160009000900213","213","","RAMAKRUSHNAUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050160009000900201","201","","RAMCHANDRAUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606135","​050260016001600081","1470","Rameswarpur","RAMESWARPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"","​050160010001000172","172","","RAPYA","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"","​050252016001600054","1527","","SAANLAPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606136","​050260016001600079","1436","Sahabajpur","SAHABAJPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606137","​010190008000800051","563493","Sahaspur","SAHASPUR","10606","Dhamnagar","010190","GAISILAT","106","Bhadrak","3","BARAGARH","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10606138","​050140008000800285","285","Salampur","SALAMPUR","10606","Dhamnagar","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"","​050160009000900220","220","","SAMASUNSARPUR","","","050160","DHAMNAGAR","","","4","BHADRAK","Only in OSPBCR_PORTAL","Missing from Setu_Odisha"
"10606139","​050140008000800116","116","Sampur","SAMPUR","10606","Dhamnagar","050140","TIHIDI","106","Bhadrak","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs"
"10606140","​040160007000700107","970855","Sanlapur","SANLA PUR","10606","Dhamnagar","040160","TIRINGI","106","Bhadrak","22","MAYURBHANJ","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10606141","​050252016001600005","1104","Sarapur","SARAPUR","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
"10606142","​050260016001600036","1190","Sareichudakuti","SAREICHUDAKUTI","10606","Dhamnagar","050160","DHAMNAGAR","106","Bhadrak","4","BHADRAK","Same","Village text/case differs"
